id,state,diet_need,meal_type,dish,calories,protein_g,carbs_g,fat_g,fiber_g,glycemic_index,sodium_level,cholesterol_impact,allergens,base_ingredients,diet_type,meat_type,instructions,exercise,warning
340,Meghalaya,Weight Gain,Dinner,"Me.kin/Sobok Chatni (Nutty Finish, Weight Gain; Weight Gain; Dinner; Vegetarian)",149,2,17,5,5,High,Medium,Medium,,"banana flower, herbs, chili",Vegetarian,,Pound banana flower with herbs and chili into a fresh chutney. Keep the serving generous and calorie-dense. This version stays vegetarian and uses local plant-based ingredients.,Strength training or resistance exercises,Use this as part of a calorie-surplus plan and stay active.
341,Meghalaya,Weight Gain,Dinner,"Pu-sla (Full Bowl, Weight Gain; Weight Gain; Dinner; Vegetarian)",201,4,37,2,4,Medium,Low,High,,"rice flour, leaf wrap, water",Vegetarian,,Steam the rice cake in a traditional pot or leaf-lined steamer. Keep the serving generous and calorie-dense. This version stays vegetarian and uses local plant-based ingredients.,Strength training or resistance exercises,Use this as part of a calorie-surplus plan and stay active.
342,Meghalaya,Weight Gain,Dinner,"Pukhlein (With Sesame, Weight Gain; Weight Gain; Dinner; Vegetarian)",313,5,46,10,2,Low,Low,Low,,"rice flour, jaggery, oil",Vegetarian,,Prepare the rice cake with a light batter and shallow-fry briefly. Keep the serving generous and calorie-dense. This version stays vegetarian and uses local plant-based ingredients.,Strength training or resistance exercises,"Use this as part of a calorie-surplus plan and stay active. This is richer than steamed rice-cake dishes, so keep the serving smaller."
343,Meghalaya,Weight Gain,Dinner,"Pumaloi (With Jaggery, Weight Gain; Weight Gain; Dinner; Vegetarian)",209,4,40,2,4,High,High,Medium,,"ground rice, water, steam",Vegetarian,,Steam the rice cake in a traditional pot or leaf-lined steamer. Keep the serving generous and calorie-dense. This version stays vegetarian and uses local plant-based ingredients.,Strength training or resistance exercises,Use this as part of a calorie-surplus plan and stay active.
344,Meghalaya,Weight Gain,Dinner,"Pusaw (Hearty Serve, Weight Gain; Weight Gain; Dinner; Vegetarian)",191,4,36,2,4,Medium,Low,Medium,,"unpolished rice, water",Vegetarian,,Steam the rice cake in a traditional pot or leaf-lined steamer. Keep the serving generous and calorie-dense. This version stays vegetarian and uses local plant-based ingredients.,Strength training or resistance exercises,Use this as part of a calorie-surplus plan and stay active.
345,Meghalaya,Weight Gain,Dinner,"Putharo (Rich Portion, Weight Gain; Weight Gain; Dinner; Vegetarian)",217,5,43,3,5,Medium,High,Low,,"rice flour, water, black sesame",Vegetarian,,Steam the rice cake in a traditional pot or leaf-lined steamer. Keep the serving generous and calorie-dense. This version stays vegetarian and uses local plant-based ingredients.,Strength training or resistance exercises,Use this as part of a calorie-surplus plan and stay active.
346,Meghalaya,Weight Gain,Dinner,"Red Rice with Bamboo Shoot and Herbs (Warm Plate, Weight Gain; Weight Gain; Dinner; Vegetarian)",261,5,46,4,5,High,High,Low,,"red rice, bamboo shoot, local herbs",Vegetarian,,Cook red rice with tender bamboo shoot and local herbs using very little oil. Keep the serving generous and calorie-dense. This version stays vegetarian and uses local plant-based ingredients.,Strength training or resistance exercises,Use this as part of a calorie-surplus plan and stay active.
347,Meghalaya,Weight Gain,Dinner,"Roasted Maize (With Curd, Weight Gain; Weight Gain; Dinner; Vegetarian)",183,4,38,2,4,Medium,High,High,,local maize,Vegetarian,,Dry-roast the maize over fire and season lightly. Keep the serving generous and calorie-dense. This version stays vegetarian and uses local plant-based ingredients.,Strength training or resistance exercises,Use this as part of a calorie-surplus plan and stay active.
348,Meghalaya,Weight Gain,Dinner,"Shaw Saw (House Style, Weight Gain; Weight Gain; Dinner; Vegetarian)",5,0,3,0,0,Low,High,Medium,,"red tea leaves, water",Vegetarian,,Brew the red tea without sugar and serve it hot. Keep the serving generous and calorie-dense. This version stays vegetarian and uses local plant-based ingredients.,Strength training or resistance exercises,Use this as part of a calorie-surplus plan and stay active.
349,Meghalaya,Weight Gain,Dinner,"Shillong Aloo Muri/Chana (Traditional Rich, Weight Gain; Weight Gain; Dinner; Vegetarian)",235,6,36,5,6,Medium,High,Medium,,"boiled potato, puffed rice, chana, onion, chili, lemon",Vegetarian,,"Toss boiled potato or chana with puffed rice, onion, chili, and lemon. Keep the serving generous and calorie-dense. This version stays vegetarian and uses local plant-based ingredients.",Strength training or resistance exercises,Use this as part of a calorie-surplus plan and stay active.
350,Meghalaya,Weight Gain,Dinner,"Sohphlang with Perilla Seed Dip (Calorie Dense, Weight Gain; Weight Gain; Dinner; Vegetarian)",165,4,22,7,6,Low,Medium,High,,"sohphlang root, perilla seeds, chili",Vegetarian,,Serve the root raw or lightly boiled with crushed perilla seeds. Keep the serving generous and calorie-dense. This version stays vegetarian and uses local plant-based ingredients.,Strength training or resistance exercises,Use this as part of a calorie-surplus plan and stay active.
351,Meghalaya,Weight Gain,Dinner,"Steamed Wild Greens with Sesame (Soft and Filling, Weight Gain; Weight Gain; Dinner; Vegetarian)",152,6,12,8,6,High,High,Low,sesame,"wild greens, sesame seeds, herbs",Vegetarian,,Steam or lightly sauté the greens with sesame seeds and herbs. Keep the serving generous and calorie-dense. This version stays vegetarian and uses local plant-based ingredients.,Strength training or resistance exercises,Use this as part of a calorie-surplus plan and stay active.
352,Meghalaya,Weight Gain,Dinner,"Tungrymbai (Extra Rice, Weight Gain; Weight Gain; Dinner; Vegetarian)",240,10,18,10,5,High,Low,Low,"sesame, soy","fermented soybeans, black sesame, chili, herbs",Vegetarian,,"Cook fermented soybeans with black sesame, chili, and local herbs. Keep the serving generous and calorie-dense. This version stays vegetarian and uses local plant-based ingredients.",Strength training or resistance exercises,Use this as part of a calorie-surplus plan and stay active.
353,Meghalaya,Weight Gain,Dinner,"Bamboo Tube Fish (House Style, Weight Gain; Weight Gain; Dinner; Non-Vegetarian)",328,29,9,13,2,Medium,Low,Low,fish,"fish, bamboo tube, herbs, local spices",Non-Vegetarian,fish,Cook fish in bamboo with herbs and only the needed broth. Keep the serving generous and calorie-dense. This version uses a traditional meat or fish component from Meghalaya cuisine.,Strength training or resistance exercises,Use this as part of a calorie-surplus plan and stay active.
354,Meghalaya,Weight Gain,Dinner,"Do'o Kappa (With Sesame, Weight Gain; Weight Gain; Dinner; Non-Vegetarian)",386,32,17,12,2,High,Medium,Medium,,"chicken, natural potash, coriander, chili",Non-Vegetarian,chicken,"Cook chicken with natural potash, coriander, and chili. Keep the serving generous and calorie-dense. This version uses a traditional meat or fish component from Meghalaya cuisine.",Strength training or resistance exercises,Use this as part of a calorie-surplus plan and stay active.
355,Meghalaya,Weight Gain,Dinner,"Doh Sniang Nei-Iong (With Curd, Weight Gain; Weight Gain; Dinner; Non-Vegetarian)",451,25,12,27,2,Medium,Medium,High,sesame,"pork, sesame seeds, herbs",Non-Vegetarian,pork,Cook pork with sesame seeds and local herbs. Keep the serving generous and calorie-dense. This version uses a traditional meat or fish component from Meghalaya cuisine.,Strength training or resistance exercises,Use this as part of a calorie-surplus plan and stay active.
356,Meghalaya,Weight Gain,Dinner,"Dohjem (Hearty Serve, Weight Gain; Weight Gain; Dinner; Non-Vegetarian)",407,24,14,22,2,Medium,High,Low,,"minced pork, black sesame, spices",Non-Vegetarian,pork,Cook minced pork with sesame and spices in a light gravy. Keep the serving generous and calorie-dense. This version uses a traditional meat or fish component from Meghalaya cuisine.,Strength training or resistance exercises,"Use this as part of a calorie-surplus plan and stay active. This is richer than steamed rice-cake dishes, so keep the serving smaller."
357,Meghalaya,Weight Gain,Dinner,"Dohkhlieh (With Jaggery, Weight Gain; Weight Gain; Dinner; Non-Vegetarian)",346,27,10,18,2,Low,High,Medium,,"boiled pork, onion, green chili, herbs",Non-Vegetarian,pork,"Boil the pork and toss it with onion, green chili, and herbs. Keep the serving generous and calorie-dense. This version uses a traditional meat or fish component from Meghalaya cuisine.",Strength training or resistance exercises,Use this as part of a calorie-surplus plan and stay active.
358,Meghalaya,Weight Gain,Dinner,"Dohneiiong (Full Bowl, Weight Gain; Weight Gain; Dinner; Non-Vegetarian)",456,25,12,24,2,Medium,Low,Low,,"meat, black sesame seeds, herbs",Non-Vegetarian,pork,Simmer the meat with black sesame and minimal oil. Keep the serving generous and calorie-dense. This version uses a traditional meat or fish component from Meghalaya cuisine.,Strength training or resistance exercises,"Use this as part of a calorie-surplus plan and stay active. This is richer than steamed rice-cake dishes, so keep the serving smaller."
359,Meghalaya,Weight Gain,Dinner,"Ja Tyndong (Light Fry, Weight Gain; Weight Gain; Dinner; Non-Vegetarian)",328,19,39,10,4,Medium,Low,Low,,"rice, fish or meat, vegetables, bamboo tube",Non-Vegetarian,fish,"Place rice, fish or meat, and vegetables in bamboo tubes and roast. Keep the serving generous and calorie-dense. This version uses a traditional meat or fish component from Meghalaya cuisine.",Strength training or resistance exercises,Use this as part of a calorie-surplus plan and stay active.
360,Meghalaya,Weight Gain,Dinner,"Jadoh (Rich Portion, Weight Gain; Weight Gain; Dinner; Non-Vegetarian)",511,24,65,16,4,Medium,Medium,High,,"red rice, local meat, herbs",Non-Vegetarian,pork,Cook red rice with the meat and just enough seasoning for aroma. Keep the serving generous and calorie-dense. This version uses a traditional meat or fish component from Meghalaya cuisine.,Strength training or resistance exercises,"Use this as part of a calorie-surplus plan and stay active. This is richer than steamed rice-cake dishes, so keep the serving smaller."
361,Meghalaya,Weight Gain,Dinner,"Kharang (Calorie Dense, Weight Gain; Weight Gain; Dinner; Non-Vegetarian)",250,27,5,10,1,Low,High,Medium,fish,"smoked fish, chili, herbs",Non-Vegetarian,fish,"Use smoked fish in a light curry, chutney, or salad. Keep the serving generous and calorie-dense. This version uses a traditional meat or fish component from Meghalaya cuisine.",Strength training or resistance exercises,Use this as part of a calorie-surplus plan and stay active. Watch the sodium level if the fish component is salted or smoked.
362,Meghalaya,Weight Gain,Dinner,"Ktung Bain Nei-Iong (Nutty Finish, Weight Gain; Weight Gain; Dinner; Non-Vegetarian)",299,23,7,12,2,Medium,Medium,High,"sesame, fish","dry fish, black sesame, herbs",Non-Vegetarian,fish,Simmer dry fish with black sesame and mild spices. Keep the serving generous and calorie-dense. This version uses a traditional meat or fish component from Meghalaya cuisine.,Strength training or resistance exercises,Use this as part of a calorie-surplus plan and stay active. Watch the sodium level if the fish component is salted or smoked.
363,Meghalaya,Weight Gain,Dinner,"Nakham Bitchi (Extra Rice, Weight Gain; Weight Gain; Dinner; Non-Vegetarian)",312,25,9,12,1,High,Low,High,fish,"dry fish, chili, garlic, herbs",Non-Vegetarian,fish,"Prepare dry fish gravy with garlic, chili, and local herbs. Keep the serving generous and calorie-dense. This version uses a traditional meat or fish component from Meghalaya cuisine.",Strength training or resistance exercises,Use this as part of a calorie-surplus plan and stay active. Watch the sodium level if the fish component is salted or smoked.
364,Meghalaya,Weight Gain,Dinner,"Phan and Tungtap (Soft and Filling, Weight Gain; Weight Gain; Dinner; Non-Vegetarian)",211,11,26,8,3,Medium,High,High,fish,"boiled potato, fermented dry fish, chili, onion",Non-Vegetarian,fish,Serve boiled potato with fermented dry fish chutney in a small portion. Keep the serving generous and calorie-dense. This version uses a traditional meat or fish component from Meghalaya cuisine.,Strength training or resistance exercises,Use this as part of a calorie-surplus plan and stay active. Watch the sodium level if the fish component is salted or smoked.
365,Meghalaya,Weight Gain,Dinner,"Putharo with Dohjem (Warm Plate, Weight Gain; Weight Gain; Dinner; Non-Vegetarian)",542,25,58,17,3,High,Medium,High,,"rice flour, pork curry, black sesame",Non-Vegetarian,pork,Pair the rice cake with pork curry and black sesame in a balanced serving. Keep the serving generous and calorie-dense. This version uses a traditional meat or fish component from Meghalaya cuisine.,Strength training or resistance exercises,Use this as part of a calorie-surplus plan and stay active.
366,Meghalaya,Weight Gain,Dinner,"Shillong Smoked Meat (Energy Packed, Weight Gain; Weight Gain; Dinner; Non-Vegetarian)",312,25,5,15,2,Low,Medium,Low,,"smoked meat, onion, herbs",Non-Vegetarian,smoked meat,Serve smoked meat in small slices with onion and herbs. Keep the serving generous and calorie-dense. This version uses a traditional meat or fish component from Meghalaya cuisine.,Strength training or resistance exercises,"Use this as part of a calorie-surplus plan and stay active. This is richer than steamed rice-cake dishes, so keep the serving smaller."
367,Meghalaya,Weight Gain,Dinner,"Wak Pura (Traditional Rich, Weight Gain; Weight Gain; Dinner; Non-Vegetarian)",464,27,10,29,3,High,Low,Low,,"pork, potash, herbs",Non-Vegetarian,pork,Cook pork with potash until tender and keep the fat controlled. Keep the serving generous and calorie-dense. This version uses a traditional meat or fish component from Meghalaya cuisine.,Strength training or resistance exercises,"Use this as part of a calorie-surplus plan and stay active. This is richer than steamed rice-cake dishes, so keep the serving smaller."
